,source,review_id,user_name,review_title,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion,laguage_code,country_code,App
32,Google Play,6c4d6e96-7d87-42ea-8a1d-bd93b313ddcd,Zsolt Plausin,,"3cfzwltyl5 Ha ezzel a kóddal regisztrálsz, 30 bónusz percet kapsz, amit levezethetsz :)",5,2,2023-10-14 11:11:24,Szia! Köszönjük az értékelést! :),2023-10-26 13:08:03,4.0.113,hu,hu,GreenGo
33,Google Play,247b2c79-e73f-4cb4-aaa8-d32e358285ef,Balázs Csépányi,,Regisztrálj a 3yoy7glxej ajánlási kóddal és kapsz INGYEN 30 percet.,5,1,2023-10-04 11:13:42,Szia! Köszönjük az értékelést!,2023-10-04 16:37:39,4.0.113,hu,hu,GreenGo
34,Google Play,6eb8c981-3604-4d60-b63f-c527d9e4b20d,Tamas Nochta,,"Használhatatlan. Fénykép készìtést követően újraindul az app. Sem a többi alkalmazás bezárása, sem az akkumulátor beállìtások megvátoztatása, sem a gyorsìtótár kiürìtése nem használt. Update 2023.09.24: Ismét megpróbáltam. Már a bérlés indításához készített képeknél újraindult az app, de ekkor még segített a felbontás csökkentése. Cserébe a bérlést nem tudtam zárni kb 10-15 percig, mert folyamatosan újraindult. Természetesen azt az időt is kiszámlázták. Nullát adnék, de nem lehet.",1,4,2023-09-25 16:37:38,"Kedves Tamas Nochta! Sajnáljuk, hogy ilyen hibával találkoztál. Fejlesztőink folyamatosan dolgoznak a szolgáltatás fejlesztésén, ezért fontos lenne, hogy elküldd nekünk emailben a telefonod adatait az operációs rendszer pontos számával együtt. Köszönjük a segítséged!",2023-02-22 12:50:40,4.0.110,hu,hu,GreenGo
35,Google Play,d8ece46c-bf47-4008-bc48-9de1a758b181,Zsolt Gulacsi,,Élvezhetetlel lassú lett az alkalmazás. A térképen történő navigáció használhatatlan. Remélem javítják,2,2,2023-09-24 16:32:20,"Kedves Zsolt! A külső értékelés/fotózás még a bérlés előtt történik, azaz nem kerül pénzbe, a belsőre nehéz olyan megoldást találni, amivel a nyitás előtt lehetne megtenni.",2020-04-16 02:25:31,4.0.110,hu,hu,GreenGo
36,Google Play,6f3b645e-d388-4c85-a0f3-dd41f3b4f6a5,Vivien Munkácsi,,Regisztrálj ezzel a kóddal és 30 bónusz percet kapsz 🤩 Kód: ix9ogbmlij,5,0,2023-09-14 15:26:53,Köszönjük az értékelést!,2023-09-21 14:03:12,4.0.106,hu,hu,GreenGo
37,Google Play,87fd9951-440d-4910-a2f8-783c162fe008,Andrea Gyeszli,,"Gyakran használom, ha segítségre van szükségem gyorsak és kedvesek. Jó szívvel ajánlom!",5,1,2023-09-07 16:04:59,"Szia! Örülünk, hogy elégedett vagy velünk és a szolgáltatással. Legyen szép napod!",2023-09-21 14:03:04,4.0.106,hu,hu,GreenGo
38,Google Play,20927067-2f0a-4fce-827b-8d10592c2d5c,Jani Haux,,"Kötelező Frissítés után kiléptet, majd belépésnél az új verzió már nem engedi a jelszó kezelő használatát, ami eddig működött.. hát akkor nem lépek be.",2,1,2023-08-06 13:53:56,"Kedves János! Kérünk, hogy keress minket az ugyfelszolgalat@greengo.com címen és segítünk, mert nem tudunk ilyen jellegű problémáról.",2023-08-10 16:18:42,4.0.90,hu,hu,GreenGo
39,Google Play,17043db9-8bf9-467a-8e6c-1556beb63ac2,Barnabás Vida,,"Az app áttekinthető, a használata egyszerű. A flotta egységes, valamennnyi kocsit könnyű vezetni. Lezárásnál többször előfordult, hogy nem volt GPS-jel, az ügyfélszolgálatot viszont mindig első hívásra elértem és segítettek, ill. az így elvesztett percek visszatérítése is zökkenőmentes. Az autókra sajnos nem minden felhasználó vigyáz egyformán, a beltér sokszor koszos, ezt általában jelzem is.",4,1,2023-08-01 00:26:06,"Szia Barnabás! Köszönjük, hogy értékeltél minket és részletes kifejtetted a véleményed a szolgáltatásunk kapcsán.",2023-08-10 16:18:06,4.0.90,hu,hu,GreenGo
40,Google Play,84f20e4e-7b0e-4bc2-b89f-35d41e9eaf05,Bálint Virág,,"A szolgáltatás messze a legjobb Budapesten, egy éve használom prémiummal, előtte alap csomaggal. Azonban az új applikáció sajnos botrányos, folyton lefagy fényképezés közben, lassú, nem valós információkat közöl a töltöttségről stb. A régi app milliószor felhasználóbarátabb volt, és sosem volt vele gond... Remélem egyszer ezt is megcsinálják jóra :)",4,0,2023-07-13 11:59:44,"Szia! Köszönjük, hogy részletesen leírtad a tapasztalataid. Igyekszünk tanulni belőlük és persze folyamatosan fejlesztjük az appunk, hogy még felhasználóbarátabb legyen.",2023-07-18 13:49:01,4.0.90,hu,hu,GreenGo
41,Google Play,802b5b2d-9443-4cb4-b67f-014e7c1518b4,Benjámin Szilágyi,,Havi prémiummal használom évek óta. Próbáltam a többit is hosszú távon mindenképpen ezt ajánlom.,5,1,2023-07-09 23:10:44,"Kedves Benjámin! Örülünk, hogy elégedett vagy a szolgáltatásunkkal és köszönjük az értékelésed!",2023-07-18 13:47:28,4.0.90,hu,hu,GreenGo
42,Google Play,540044bd-77fc-45b4-80a6-d4bfbf2d49e6,Mark Digruber,,"a szolgáltatás profi, naponta hasznalom. az app andoridon (főleg lezaraskor,fotózas után) sajnos elég döcögős",4,1,2023-07-05 14:55:32,"Szia! Köszönjük az értékelést és hogy leírtad a tapasztalataid. Folyamatosan fejlesztjük az appunk és bízunk benne, hogy egyre jobb és jobb lesz.",2023-07-18 13:46:53,4.0.90,hu,hu,GreenGo
43,Google Play,c56eb8da-e53a-4082-9762-4df11501c18c,Jòzsefné Tiger,,Segítenek mindenben,5,0,2023-07-05 11:22:54,Nagyon köszönjük az értékelést! Igyekszünk mindenben segíteni mindig :),2023-07-05 11:49:04,4.0.90,hu,hu,GreenGo
44,Google Play,e4e0c717-44c0-4bcb-9d05-7c689b62ceb5,Tamás Halmos,,"Az autok jok, de az app sok esetben hasznalhatatlan, a kepek keszitesenel akadozik, gyakran le is fagy, igy van, amikor 5 perc szenvedes utan inkabb otthagyom az autot es valtok a konkurenciara, kar erte.",2,0,2023-07-04 08:09:18,"Kedves Tamás! Nagyon sajnáljuk, hogy nehézséged akadt az applikációval. Arre kérünk, hogy vedd fel velünk emailben a kapcsolatot az ugyfelszolgalat@greengo.com címen, hogy meg tudjunk próbálni segíteni neked megoldási javaslattal. Reméljük adsz még egy esélyt! Szép napot!",2023-07-05 12:04:09,,hu,hu,GreenGo
45,Google Play,5e8032ba-ef5a-472c-a05c-f9dbbae17c76,József Pázmándi,,"Már az alapötlet is szuper, és telefonnal autót nyitni nagyon menő!! Minden városban tök jó lenne ilyen szolgáltatás, teljesen át lehetne alakítani a közlekedést!! Ha nagyon muszáj negatívumot írni, talán a fotók feltöltésén lehetne gyorsítani.",5,0,2023-06-27 10:50:05,"Kedves József! Nagyon köszönjük a dicsérő szavakat. Örömmel halljuk, hogy tetszik a szolgáltatásunk! :)",2023-06-29 14:19:55,4.0.90,hu,hu,GreenGo
46,Google Play,231d39e5-2348-4658-8b55-1f02d050d4a8,Fekete Zoltan,,Nem lehet lefényképezni a jogosítványom. Nem fókuszál a kamera.,1,0,2023-06-20 09:12:46,"Szia Zoltán! Kérünk, hogy vedd fel velünk a kapcsolatot az ugyfelszolgalat@greengo.com címen és segítünk valami megoldással. Várjuk a leveled!",2023-06-23 15:10:10,,hu,hu,GreenGo
47,Google Play,1c75a7e0-8a70-4511-bc6a-e6f37ce9b2f3,Mihály György Kovács,,"Próbáltam regisztrálni de sikertelenül, szerettem volna kipróbálni ezt a szolgáltatást, de a telefonszámomra ki küldött regisztrációs kód nem volt érvényes, majd beszélek az ügyfélszolgálattal ott tájékoztatnak , hogy ebben sajnos nem tudnak segíteni írjak emailt. Sajnos csalódtam bíztam benne, már a mai napon szolgáltatásukat igénybe vehetem.",1,1,2023-06-19 15:04:29,"Kedves Mihály! Nagyon sajnáljuk, hogy nehézséged akadt a regisztráció során. Az ugyfelszolgalat@greengo.com címen várjuk a jelentkezésed és minden igyekszünk gyorsan segíteni.",2023-06-23 15:12:20,4.0.90,hu,hu,GreenGo
48,Google Play,edecd772-741f-48c6-944c-cfe8a9ec56a6,Gábor Bereczki,,Könnyen kezelhető,5,0,2023-06-16 12:36:09,Szia! Köszönjük az értékelést!,2023-06-16 17:05:37,4.0.90,hu,hu,GreenGo
49,Google Play,c90d62fb-e81b-4953-88db-40e73627ace2,Andrea Sándor,,"Nagyon jók az autók, könnyű vezetni őket. Hatékony és nagyon kedves az ügyfélszolgálat. Nagyon sok helyen lehet ingyen parkolni. Rendszeres használattal sok kedvezményt lehet szerezni.",5,0,2023-06-07 16:34:41,"Kedves Andrea! Örülünk, hogy csupa pozitív tapasztalatod van. További jó greengózást!",2023-06-16 17:05:27,4.0.90,hu,hu,GreenGo
50,Google Play,5dbb769c-4e68-4728-83e3-3a4bf2c98051,Minden Eladó,,"Kezdőképernyő után szürke a képernyő. Nem mozdul tovább. Xiaomi Mi Max3, 12.0.1 Android. (Szerk: Telefon visszanyíl segít, megjelenik a tartózkodási hely képernyő. Remélem így műxik majd. Ha kiderül mi a hiba, ide írom.)(Szerk2: Pár órával később láttam, hogy már javították is. Grat a fejlesztőknek a villámgyors reagálásért, példaértékű a többi appmajszter előtt. Így plusz csillag, egyelőre jól haladunk, lesz ez 5 is. Túl vagyok az első bérlésen. Nekem nagyon bejön! Grat!!",5,0,2023-06-07 15:10:33,"Kedves Minden Eladó! Sajnáljuk, hogy nehézségekbe ütköztél! A hiba átmeneti volt és menni is kell már rendesen az appban. Ha van frissítés, akkor kérünk, hogy telepítsd.",2023-05-18 13:43:32,4.0.90,hu,hu,GreenGo
51,Google Play,93144391-5125-4ec3-9253-70af2ea31ee1,Roland Szabó,,"Budapesten több, mint 500 autóval, és 100%-ban elektromos flottával dolgoznak, megfizethető áron, 24/7 barátságos ügyfélszolgálattal, akik eddig minden problémámat megoldották.",5,0,2023-06-07 11:41:45,"Szia! Köszönjük szépen a kedves szavakat! Örülünk, hogy elégedett vagy velünk.",2023-06-16 17:04:33,4.0.90,hu,hu,GreenGo
52,Google Play,c61f38b5-986e-4b4d-898a-d335cbb3312d,Szabolcs Horváth,,"Legjobb szolgáltatás, de az új app elég macerás és lassú, régen minden jobb volt (c)(r)(tm)",4,4,2023-05-29 10:59:17,"Kedves Szabolcs! Köszönjük az észrevételed az app kapcsán. Folyamatosan dolgozunk rajta, hogy egyre jobb és jobb legyen, így bízunk benne, hogy nálad is lesz javulás.",2023-05-31 11:36:38,4.0.90,hu,hu,GreenGo
53,Google Play,8eed7f09-a227-4b95-925d-7465cf1b4968,Krisztián Fisher,,"Az autók egységesek, kedvezőek, és rendszeresen karban vannak tartva. Az applikáció betöltése gyors, és jellemzően akadálymentes a használata.",5,1,2023-05-24 14:41:23,"Kedves Krisztián! Köszönjük szépen a kedves szavakat! Örömmel látjuk, hogy elégedett vagy a szolgáltatásunkkal. További jó greengózást!",2023-05-25 15:14:02,4.0.90,hu,hu,GreenGo
54,Google Play,abb8cb66-614a-4b56-98db-73ef10c55ed7,Zsolt Hajnalka,,"Szinte tökéletes felhasználói élmény! (A térképen egyszer sikerült foglalnom egy autót, ami már nem volt ott, tehát az elérhető kocsik megjelenése után érdemes várni +5 vagy +10 másodpercet, míg a tuti valódi helyzet rajzolódik ki.) Amúgy nagyon kedvelem.",5,0,2023-05-19 11:01:12,Kedves Zsolt! Köszönjük szépen a pozitív értékelést!,2023-05-25 15:13:28,4.0.90,hu,hu,GreenGo
55,Google Play,7abd07b2-93b8-4bbd-a822-139c0526129f,Dorina Kozma,,"Ügyfélszolgálatnak hatalmas tapsvihar! Profik kedvesek gyorsak roppant segítőkészek és nem felejtik el, hogy emberekkel beszélnek! 👍",5,0,2023-05-19 10:39:34,"Kedves Dorina! Örömmel látjuk, hogy elégedett vagy velünk. Legyen szép napod! :)",2023-05-25 15:12:57,4.0.88,hu,hu,GreenGo
56,Google Play,cabd9b17-97d2-4f12-9474-7ea504fc0a7c,Balázs Merena,,"Kedves ügyfélszolgálat, remek, tiszta, halk autók, barátságos árak. Ajánlom!",5,1,2023-05-10 10:35:26,Köszönjük! :),2023-05-11 10:53:53,4.0.87,hu,hu,GreenGo
